ID,N_VICTIMAS,FECHA,SEMESTRE,ANIO,MM,DD,HORA,HH,PARTE_DIA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,CALLE,CRUCE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,SEXO,EDAD
2018-0029,1,2018-03-15,1,2018,3,15,18:00:00,18,4,Nazca Av. y Gaona Av.,AVENIDA,NAZCA AV.,GAONA AV.,11,MOTO_AUTO,MOTO,AUTO,MASCULINO,26.0
2018-0030,1,2018-03-20,1,2018,3,20,01:30:00,1,1,Plaza y Alvarez Thomas Av.,AVENIDA,PLAZA,ALVAREZ THOMAS AV.,15,MOTO_MOTO,MOTO,MOTO,MASCULINO,24.0
2018-0031,1,2018-03-28,1,2018,3,28,10:15:00,10,2,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,GAONA AV.,"ARTIGAS, JOSE GERVASIO, GRAL.",11,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,31.0
2018-0032,1,2018-04-02,1,2018,4,2,13:00:00,13,4,Cabildo Av. y Aguilar,AVENIDA,CABILDO AV.,AGUILAR,13,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,70.0
2018-0033,1,2018-04-07,1,2018,4,7,07:30:00,7,2,Camarones y Lope De Vega Av.,AVENIDA,CAMARONES,LOPE DE VEGA AV.,10,MOTO_CARGAS,MOTO,CARGAS,FEMENINO,42.0
2018-0034,1,2018-04-11,1,2018,4,11,18:15:00,18,4,Santa Fe Av. 2320,AVENIDA,SANTA FE AV.,,2,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,24.0
2018-0035,1,2018-04-12,1,2018,4,12,16:45:00,16,4,Av. Rivadavia 6950,AVENIDA,RIVADAVIA AV.,,7,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,39.0
2018-0036,1,2018-04-13,1,2018,4,13,23:15:00,23,5,Av. San Martín y Argerich,AVENIDA,SAN MARTIN AV.,ARGERICH,15,MOTO_AUTO,MOTO,AUTO,MASCULINO,37.0
2018-0037,1,2018-04-18,1,2018,4,18,18:45:00,18,4,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,CORDOBA AV.,"URIBURU JOSE E., PRES.",2,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,84.0
2018-0039,1,2018-04-21,1,2018,4,21,22:15:00,22,5,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,"LUGONES, LEOPOLDO AV.",,14,PEATON_AUTO,PEATON,AUTO,MASCULINO,37.0
2018-0040,1,2018-04-27,1,2018,4,27,11:00:00,11,2,Ramon Freire y Virrey Olaguer y Feliu,CALLE,"FREIRE, RAMON, CAP. GRAL.","OLAGUER Y FELIU, VIRREY",13,PEATON_CARGAS,PEATON,CARGAS,FEMENINO,
2018-0041,1,2018-04-27,1,2018,4,27,13:30:00,13,4,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,LA PLATA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,78.0
2018-0042,1,2018-04-27,1,2018,4,27,18:43:00,18,4,BRANDSEN y PERDRIEL,CALLE,BRANDSEN,PERDRIEL,4,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,23.0
2018-0043,1,2018-04-28,1,2018,4,28,06:30:00,6,2,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,"VILARDEBO, TEODORO",ALVAREZ JONTE AV.,11,MOTO_AUTO,MOTO,AUTO,MASCULINO,25.0
2018-0044,1,2018-04-28,1,2018,4,28,09:00:00,9,2,Alberti e Independencia Av.,AVENIDA,ALBERTI,INDEPENDENCIA AV.,3,PEATON_AUTO,PEATON,AUTO,FEMENINO,50.0
2018-0045,1,2018-04-30,1,2018,4,30,07:00:00,7,2,Alvarez Thomas Av. 879,AVENIDA,ALVAREZ THOMAS AV.,,13,AUTO_CARGAS,AUTO,CARGAS,MASCULINO,60.0
2018-0046,1,2018-05-02,1,2018,5,2,03:15:00,3,1,Av. Gral. Paz y Av. Rivadavia,GRAL PAZ,"PAZ, GRAL. AV.",RIVADAVIA AV.,9,PEATON_AUTO,PEATON,AUTO,MASCULINO,11.0
2018-0047,1,2018-05-08,1,2018,5,8,19:00:00,19,4,Av. Corrientes y Av. Dorrego,AVENIDA,CORRIENTES AV.,DORREGO AV.,15,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,82.0
2018-0048,1,2018-05-09,1,2018,5,9,10:30:00,10,2,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,PEDERNERA,7,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,57.0
2018-0049,1,2018-05-11,1,2018,5,11,19:15:00,19,4,Quesada 2300,CALLE,QUESADA,,13,PEATON_AUTO,PEATON,AUTO,FEMENINO,40.0
2018-0050,1,2018-05-14,1,2018,5,14,18:45:00,18,4,Cabildo Av. y Juramento Av.,AVENIDA,CABILDO AV.,JURAMENTO AV.,13,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,47.0
2018-0051,1,2018-05-15,1,2018,5,15,21:15:00,21,5,"California y Carbonari, Francisco, Cmte.",CALLE,CALIFORNIA,"CARBONARI, FRANCISCO, CMTE.",4,PEATON_AUTO,PEATON,AUTO,FEMENINO,57.0
2018-0052,1,2018-05-18,1,2018,5,18,20:30:00,20,5,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",NAZCA,15,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,78.0
2018-0053,1,2018-05-20,1,2018,5,20,02:30:00,2,1,San Luis y Aguero,CALLE,SAN LUIS,AGUERO,3,MOTO_AUTO,MOTO,AUTO,MASCULINO,43.0
2018-0054,1,2018-05-22,1,2018,5,22,11:15:00,11,2,Lugones 2430,CALLE,LUGONES,,12,PEATON_BICICLETA,PEATON,BICICLETA,FEMENINO,86.0
2018-0055,1,2018-05-29,1,2018,5,29,07:30:00,7,2,Independencia Av. y Jujuy Av.,AVENIDA,INDEPENDENCIA AV.,JUJUY AV.,3,MOTO_AUTO,MOTO,AUTO,MASCULINO,21.0
2018-0056,1,2018-06-02,1,2018,6,2,13:00:00,13,4,Av. Rivadavia 11050,AVENIDA,RIVADAVIA AV.,,9,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,69.0
2018-0057,1,2018-06-03,1,2018,6,3,03:30:00,3,1,Combate De Los Pozos y Humberto 1°,CALLE,COMBATE DE LOS POZOS,HUMBERTO 1?,3,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,33.0
2018-0058,1,2018-06-03,1,2018,6,3,06:30:00,6,2,Cordoba Av. y Thames,AVENIDA,CORDOBA AV.,THAMES,15,MOTO_AUTO,MOTO,AUTO,MASCULINO,26.0
2018-0059,1,2018-06-08,1,2018,6,8,06:20:00,6,1,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,"GARAY, JUAN DE AV.",SANCHEZ DE LORIA,5,MOTO_MOVIL,MOTO,OTRO,MASCULINO,54.0
2018-0060,1,2018-06-08,1,2018,6,8,12:50:00,12,4,"Lavalle y Alem, Leandro N. Av.",AVENIDA,LAVALLE,"ALEM, LEANDRO N. AV.",1,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,51.0
2018-0061,1,2018-06-10,1,2018,6,10,11:15:00,11,2,Estados Unidos y Pichincha,CALLE,ESTADOS UNIDOS,PICHINCHA,3,MOTO_MOTO,MOTO,MOTO,MASCULINO,51.0
2018-0062,1,2018-06-14,1,2018,6,14,01:00:00,1,1,Rosario y Barco Centenera Del,CALLE,ROSARIO,BARCO CENTENERA DEL,6,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,32.0
2018-0063,1,2018-06-16,1,2018,6,16,21:15:00,21,5,Av. Leandro N. Alem y Viamonte,AVENIDA,"ALEM, LEANDRO N. AV.",VIAMONTE,1,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,28.0
2018-0064,1,2018-06-25,1,2018,6,25,01:15:00,1,1,Varela Av. y Primera Junta,AVENIDA,VARELA AV.,PRIMERA JUNTA,7,AUTO_CARGAS,AUTO,CARGAS,MASCULINO,30.0
2018-0065,1,2018-06-26,1,2018,6,26,17:30:00,17,4,"Pellegrini, Carlos y Juncal",CALLE,"PELLEGRINI, CARLOS",JUNCAL,1,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,35.0
2018-0066,1,2018-06-28,1,2018,6,28,11:00:00,11,2,Av. Corrientes y Av. Federico Lacroze,AVENIDA,CORRIENTES AV.,"LACROZE, FEDERICO AV.",15,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,73.0
2018-0067,1,2018-06-29,1,2018,6,29,16:15:00,16,4,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,"MONTES DE OCA, MANUEL AV.",FINOCHIETTO ENRIQUE DR.,4,PASAJEROS_AUTO,PASAJEROS,AUTO,FEMENINO,81.0
2018-0068,1,2018-07-01,2,2018,7,1,09:00:00,9,2,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,CARABOBO AV.,"ALBERDI, JUAN BAUTISTA AV.",7,MOTO_AUTO,MOTO,AUTO,MASCULINO,21.0
2018-0069,1,2018-07-04,2,2018,7,4,21:45:00,21,5,Córdoba Av. 2215,AVENIDA,CORDOBA AV.,,2,BICICLETA_PASAJEROS,BICICLETA,PASAJEROS,MASCULINO,20.0
2018-0070,1,2018-07-07,2,2018,7,7,15:45:00,15,4,"Estados Unidos y Urquiza, Gral.",CALLE,ESTADOS UNIDOS,"URQUIZA, GRAL.",3,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,33.0
2018-0071,1,2018-07-10,2,2018,7,10,17:50:00,17,4,Moreno y Av. Huergo,AVENIDA,MORENO,"HUERGO, ING. AV.",1,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,
2018-0072,1,2018-07-11,2,2018,7,11,13:15:00,13,4,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,8,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,27.0
2018-0073,1,2018-07-11,2,2018,7,11,15:45:00,15,4,"Iriarte, Gral. Av. 3400",AVENIDA,"IRIARTE, GRAL. AV.",,4,PEATON_CARGAS,PEATON,CARGAS,FEMENINO,67.0
2018-0074,1,2018-07-14,2,2018,7,14,06:04:00,6,1,AV. JUAN B. ALBERDI 2968,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,7,AUTO_CARGAS,AUTO,CARGAS,MASCULINO,25.0
2018-0075,1,2018-07-15,2,2018,7,15,07:30:00,7,2,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,DEL LIBERTADOR AV.,ORTIZ DE OCAMPO,14,PEATON_AUTO,PEATON,AUTO,MASCULINO,23.0
2018-0076,1,2018-07-16,2,2018,7,16,09:30:00,9,2,"Chavez, Jorge y Paz, Gral. Av.",CALLE,"CHAVEZ, JORGE","PAZ, GRAL. AV.",9,AUTO_CARGAS,AUTO,CARGAS,MASCULINO,73.0
2018-0077,1,2018-07-16,2,2018,7,16,23:15:00,23,5,"Urquiza, Gral. y Estados Unidos",CALLE,"URQUIZA, GRAL.",ESTADOS UNIDOS,3,AUTO_CARGAS,AUTO,CARGAS,MASCULINO,58.0
2018-0078,1,2018-07-21,2,2018,7,21,06:15:00,6,1,Paraguay y Sánchez De Bustamante,CALLE,PARAGUAY,SANCHEZ DE BUSTAMANTE,2,PEATON_AUTO,PEATON,AUTO,MASCULINO,27.0
2018-0079,1,2018-07-23,2,2018,7,23,07:15:00,7,2,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV.",9,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,
2018-0080,1,2018-07-25,2,2018,7,25,22:22:00,22,5,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,9,PEATON_AUTO,PEATON,AUTO,MASCULINO,26.0
2018-0081,1,2018-07-29,2,2018,7,29,06:30:00,6,2,Castañares Av. y Rivera Indarte Av.,AVENIDA,CASTANARES AV.,RIVERA INDARTE AV.,7,MULTIPLE,PEATON,MULTIPLE,MASCULINO,35.0
2018-0082,1,2018-08-01,2,2018,8,1,15:53:00,15,4,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,LARRAZABAL,"GARZON, EUGENIO, GRAL. AV.",9,MOTO_CARGAS,MOTO,CARGAS,FEMENINO,17.0
2018-0083,1,2018-08-02,2,2018,8,2,05:20:00,5,1,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,"PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,
2018-0084,1,2018-08-03,2,2018,8,3,07:25:00,7,2,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",COCHABAMBA,1,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,45.0
2018-0086,1,2018-08-10,2,2018,8,10,21:44:00,21,5,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,GUARDIA NACIONAL,9,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,40.0
2018-0087,1,2018-08-15,2,2018,8,15,19:20:00,19,4,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,COLOMBRES,5,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,75.0
2018-0088,1,2018-08-17,2,2018,8,17,16:36:00,16,4,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",12,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,
2018-0089,1,2018-08-17,2,2018,8,17,17:56:00,17,4,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,BRASIL,4,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,80.0
2018-0090,1,2018-08-18,2,2018,8,18,10:34:00,10,2,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,PERGAMINO,8,MOTO_AUTO,MOTO,AUTO,MASCULINO,27.0
2018-0091,1,2018-08-19,2,2018,8,19,18:47:00,18,4,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,9,AUTO_AUTO,AUTO,AUTO,FEMENINO,23.0
2018-0092,1,2018-08-20,2,2018,8,20,08:20:00,8,2,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,GASCON,14,MOTO_AUTO,MOTO,AUTO,MASCULINO,23.0
2018-0093,1,2018-08-20,2,2018,8,20,08:41:00,8,2,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,,1,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,24.0
2018-0094,1,2018-08-23,2,2018,8,23,05:35:00,5,1,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO",BERUTI,14,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,32.0
2018-0095,1,2018-08-26,2,2018,8,26,00:59:00,0,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL.",9,AUTO_AUTO,AUTO,AUTO,FEMENINO,49.0
2018-0096,1,2018-08-31,2,2018,8,31,22:20:00,22,5,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"ROCA, CNEL. AV.",8,PEATON_AUTO,PEATON,AUTO,MASCULINO,39.0
2018-0097,1,2018-09-02,2,2018,9,2,10:50:00,10,2,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,"RABANAL, FRANCISCO, INTENDENTE AV.",8,AUTO_MOVIL,AUTO,OTRO,FEMENINO,35.0
2018-0099,1,2018-09-12,2,2018,9,12,14:25:00,14,4,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,PEDERNERA,7,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,18.0
2018-0100,1,2018-09-20,2,2018,9,20,10:30:00,10,2,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",,1,MOTO_AUTO,MOTO,AUTO,FEMENINO,33.0
2018-0101,1,2018-09-21,2,2018,9,21,00:15:00,0,0,"Paz, Gral. Av. y Zapiola",GRAL PAZ,"PAZ, GRAL. AV.",ZAPIOLA,12,MULTIPLE,AUTO,MULTIPLE,MASCULINO,
2018-0102,1,2018-09-21,2,2018,9,21,00:30:00,0,0,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,"TABORDA, DIOGENES",4,MOTO_AUTO,MOTO,AUTO,MASCULINO,20.0
2018-0103,1,2018-09-27,2,2018,9,27,17:51:00,17,4,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,"BONORINO, ESTEBAN, CNEL. AV.",7,PEATON_MOTO,PEATON,MOTO,MASCULINO,1.0
2018-0104,1,2018-10-01,2,2018,10,1,08:58:00,8,2,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SUAREZ AV.,4,MOTO_MOTO,MOTO,MOTO,MASCULINO,22.0
2018-0105,1,2018-10-03,2,2018,10,3,18:12:00,18,4,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,RIVADAVIA AV.,7,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,56.0
2018-0106,1,2018-10-04,2,2018,10,4,22:02:00,22,5,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",ECHEVERRIA,13,MOTO_MOTO,MOTO,MOTO,MASCULINO,27.0
2018-0107,1,2018-10-06,2,2018,10,6,14:20:00,14,4,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,JUJUY AV.,3,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,62.0
2018-0108,1,2018-10-09,2,2018,10,9,14:00:00,14,4,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,"GUEMES, MACACHA",1,MOTO_AUTO,MOTO,AUTO,MASCULINO,37.0
2018-0109,1,2018-10-10,2,2018,10,10,22:12:00,22,5,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,"ALEM, LEANDRO N. AV.",1,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,34.0
2018-0110,1,2018-10-13,2,2018,10,13,03:05:00,3,1,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,"GALLARDO, ANGEL AV.",15,PEATON_MOTO,PEATON,MOTO,MASCULINO,60.0
2018-0111,1,2018-10-19,2,2018,10,19,12:13:00,12,4,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,,9,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,28.0
2018-0112,1,2018-10-24,2,2018,10,24,09:18:00,9,2,Muñecas y Serrano,CALLE,MU?ECAS,SERRANO,15,MOTO_CARGAS,MOTO,CARGAS,FEMENINO,28.0
2018-0113,1,2018-10-25,2,2018,10,25,11:00:00,11,2,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",TRES ARROYOS,11,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,20.0
2018-0114,1,2018-10-30,2,2018,10,30,02:15:00,2,1,Solis e Independencia Av.,AVENIDA,SOLIS,INDEPENDENCIA AV.,1,MOTO_AUTO,MOTO,AUTO,MASCULINO,23.0
2018-0115,1,2018-10-31,2,2018,10,31,12:30:00,12,4,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA","PAZ, GRAL. AV.",9,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,42.0
2018-0116,1,2018-11-01,2,2018,11,1,10:50:00,10,2,"Paz, Gral. Av. 14800",GRAL PAZ,"PAZ, GRAL. AV.",,8,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,48.0
2018-0117,1,2018-11-04,2,2018,11,4,08:15:00,8,2,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.",,9,MOTO_MOTO,MOTO,MOTO,MASCULINO,30.0
2018-0118,1,2018-11-05,2,2018,11,5,14:49:00,14,4,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",PUEYRREDON AV.,3,PEATON_MOTO,PEATON,MOTO,FEMENINO,80.0
2018-0119,1,2018-11-05,2,2018,11,5,22:35:00,22,5,Rabanal y San Pedrito,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAN PEDRITO,8,PEATON_SD,PEATON,,FEMENINO,32.0
2018-0120,1,2018-11-09,2,2018,11,9,13:34:00,13,4,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,ALVAREZ THOMAS AV.,12,PEATON_AUTO,PEATON,AUTO,FEMENINO,51.0
2018-0121,1,2018-11-09,2,2018,11,9,16:32:00,16,4,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,MANZONI,10,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,72.0
2018-0122,1,2018-11-12,2,2018,11,12,01:00:00,1,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,LARRAZABAL,8,AUTO_AUTO,AUTO,AUTO,MASCULINO,33.0
2018-0123,1,2018-11-12,2,2018,11,12,03:32:00,3,1,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,"PAZ, GRAL. AV.","PERON, EVA AV.",9,AUTO_SD,AUTO,,MASCULINO,25.0
2018-0124,1,2018-11-15,2,2018,11,15,19:40:00,19,4,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,,9,CARGAS_CARGAS,CARGAS,CARGAS,MASCULINO,44.0
2018-0125,1,2018-11-16,2,2018,11,16,21:12:00,21,5,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,VENTANA,4,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,29.0
2018-0126,1,2018-11-18,2,2018,11,18,12:11:00,12,4,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,"PAZ, GRAL. AV.","FALCON, RAMON L.,CNEL.",9,MOTO_AUTO,MOTO,AUTO,MASCULINO,27.0
2018-0127,1,2018-11-19,2,2018,11,19,09:14:00,9,2,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CONSTITUYENTES AV.,12,MOTO_MOTO,MOTO,MOTO,MASCULINO,29.0
2018-0129,1,2018-11-28,2,2018,11,28,04:01:00,4,1,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.",GUEVARA,15,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,37.0
2018-0130,1,2018-12-03,2,2018,12,3,03:00:00,3,1,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,SEGUROLA AV.,10,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,
2018-0131,1,2018-12-07,2,2018,12,7,19:10:00,19,4,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.",,1,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,29.0
2018-0132,1,2018-12-12,2,2018,12,12,08:26:00,8,2,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,AUTOPISTA ARTURO ILLIA,"CASTILLO, RAMON S., PRES. AV.",2,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,70.0
2018-0133,1,2018-12-12,2,2018,12,12,14:07:00,14,4,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,RIVADAVIA AV.,7,PEATON_CARGAS,PEATON,CARGAS,FEMENINO,60.0
2018-0134,1,2018-12-12,2,2018,12,12,21:00:00,21,5,La Plata Av. y Caseros Av.,AVENIDA,LA PLATA AV.,CASEROS AV.,7,PEATON_MOTO,PEATON,MOTO,MASCULINO,56.0
2018-0135,1,2018-12-18,2,2018,12,18,14:40:00,14,4,Belgrano Av. y Peru,AVENIDA,BELGRANO AV.,PERU,1,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,80.0
2018-0136,1,2018-12-18,2,2018,12,18,15:42:00,15,4,Rivadavia Av. 7013,AVENIDA,RIVADAVIA AV.,,7,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,70.0
2018-0137,1,2018-12-18,2,2018,12,18,20:15:00,20,5,Adolfo Alsina y Santiago del Estero,CALLE,"ALSINA, ADOLFO",SANTIAGO DEL ESTERO,1,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,29.0
2018-0138,1,2018-12-21,2,2018,12,21,09:30:00,9,2,Bermudez 1893,CALLE,BERMUDEZ,,10,PASAJEROS_PASAJEROS,PASAJEROS,PASAJEROS,FEMENINO,79.0
2018-0139,1,2018-12-22,2,2018,12,22,06:30:00,6,2,Santander 1974,CALLE,SANTANDER,,7,MOTO_MOTO,MOTO,MOTO,MASCULINO,28.0
2018-0140,1,2018-12-22,2,2018,12,22,08:05:00,8,2,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,,1,AUTO_AUTO,AUTO,AUTO,MASCULINO,78.0
2018-0141,1,2018-12-22,2,2018,12,22,17:40:00,17,4,Maza y Av. Independencia,AVENIDA,MAZA,INDEPENDENCIA AV.,5,PEATON_MOTO,PEATON,MOTO,MASCULINO,75.0
2018-0142,1,2018-12-25,2,2018,12,25,13:30:00,13,4,"PAZ, GRAL. AV. 5172",GRAL PAZ,"PAZ, GRAL. AV.",,12,CARGAS_PASAJEROS,CARGAS,PASAJEROS,MASCULINO,32.0
2018-0143,1,2018-12-29,2,2018,12,29,05:25:00,5,1,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,OLIVERA AV.,"ALBERDI, JUAN BAUTISTA AV.",10,MOTO_AUTO,MOTO,AUTO,MASCULINO,22.0
2019-0001,1,2019-01-08,1,2019,1,8,08:30:00,8,2,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),2,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,25.0
2019-0002,1,2019-01-09,1,2019,1,9,04:00:00,4,1,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,CASTA?ARES AV.,"MORENO, PERITO AV.",7,AUTO_CARGAS,AUTO,CARGAS,MASCULINO,32.0
2019-0003,1,2019-01-12,1,2019,1,12,08:00:00,8,2,SAN MARTIN AV. Y TERRADA,AVENIDA,SAN MARTIN AV.,TERRADA,15,MOTO_AUTO,MOTO,AUTO,MASCULINO,23.0
2019-0004,1,2019-01-14,1,2019,1,14,19:58:00,19,4,"PERON, EVA AV. Y MEDINA",AVENIDA,"PERON, EVA AV.",MEDINA,9,AUTO_PASAJEROS,AUTO,PASAJEROS,MASCULINO,71.0
