ID,N_VICTIMAS,FECHA,SEMESTRE,ANIO,MM,DD,HORA,HH,PARTE_DIA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,CALLE,CRUCE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,SEXO,EDAD
2019-0005,1,2019-01-19,1,2019,1,19,12:00:00,12,3,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,"JUSTO, JUAN B. AV.",ALVAREZ JONTE AV.,10,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,43.0
2019-0006,1,2019-01-23,1,2019,1,23,05:45:00,5,1,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",,14,PEATON_AUTO,PEATON,AUTO,FEMENINO,12.0
2019-0007,1,2019-01-26,1,2019,1,26,19:34:00,19,4,"MITRE, BARTOLOME Y YATAY",CALLE,"MITRE, BARTOLOME",YATAY,5,MOTO_AUTO,MOTO,AUTO,MASCULINO,35.0
2019-0008,1,2019-01-30,1,2019,1,30,22:45:00,22,5,"PAZ, GRAL. AV. 16080",GRAL PAZ,"PAZ, GRAL. AV.",,8,MULTIPLE,MOTO,MULTIPLE,MASCULINO,42.0
2019-0009,1,2019-01-31,1,2019,1,31,14:55:00,14,4,CHACABUCO Y SAN JUAN AV.,AVENIDA,CHACABUCO,SAN JUAN AV.,1,MOTO_AUTO,MOTO,AUTO,MASCULINO,34.0
2019-0011,1,2019-02-10,1,2019,2,10,01:00:00,1,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",GRAL PAZ,"PAZ, GRAL. AV.","ALBERDI, JUAN BAUTISTA AV.",9,PEATON_AUTO,PEATON,AUTO,MASCULINO,
2019-0012,1,2019-02-17,1,2019,2,17,03:16:00,3,1,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,CASTA?ARES AV.,"GORDILLO, TIMOTEO",8,MOTO_AUTO,MOTO,AUTO,MASCULINO,31.0
2019-0013,1,2019-02-20,1,2019,2,20,07:30:00,7,2,SALVIGNY Y MOM,CALLE,SALVIGNY,MOM,7,PEATON_AUTO,PEATON,AUTO,MASCULINO,39.0
2019-0014,1,2019-02-20,1,2019,2,20,17:30:00,17,4,"LAMARCA, EMILIO 5402",CALLE,"LAMARCA, EMILIO",,11,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,69.0
2019-0015,1,2019-02-23,1,2019,2,23,06:57:00,6,2,SAN MARTIN AV. 5638,AVENIDA,SAN MARTIN AV.,,11,AUTO_OBJETO FIJO,AUTO,OBJETO FIJO,MASCULINO,21.0
2019-0016,1,2019-02-24,1,2019,2,24,02:00:00,2,1,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,"CARRILLO, RAMON, DR.",FINOCHIETTO ENRIQUE DR.,4,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,40.0
2019-0017,1,2019-03-03,1,2019,3,3,07:00:00,7,2,MEXICO Y PICHINCHA,CALLE,MEXICO,PICHINCHA,3,AUTO_PASAJEROS,AUTO,PASAJEROS,MASCULINO,22.0
2019-0018,1,2019-03-03,1,2019,3,3,23:30:00,23,5,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.",13,PEATON_AUTO,PEATON,AUTO,FEMENINO,29.0
2019-0019,1,2019-03-06,1,2019,3,6,12:00:00,12,3,DEL LIBERTADOR AV. 6326,AVENIDA,DEL LIBERTADOR AV.,,13,MOTO_AUTO,MOTO,AUTO,MASCULINO,
2019-0020,1,2019-03-07,1,2019,3,7,21:01:00,21,5,CHICLANA AV. 3444,AVENIDA,CHICLANA AV.,,5,MOTO_AUTO,MOTO,AUTO,MASCULINO,43.0
2019-0021,1,2019-03-15,1,2019,3,15,22:50:00,22,5,BOYACA AV. Y YERBAL,AVENIDA,BOYACA AV.,YERBAL,7,MOTO_AUTO,MOTO,AUTO,MASCULINO,23.0
2019-0022,1,2019-03-15,1,2019,3,15,00:00:00,0,0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,ENTRE RIOS AV.,,1,AUTO_SD,AUTO,,MASCULINO,
2019-0023,1,2019-03-16,1,2019,3,16,08:28:00,8,2,"PAZ, GRAL. AV. Y JACQUES, AMADEO",GRAL PAZ,"PAZ, GRAL. AV.","JACQUES, AMADEO",9,AUTO_OBJETO FIJO,AUTO,OBJETO FIJO,MASCULINO,34.0
2019-0024,1,2019-03-19,1,2019,3,19,07:12:00,7,2,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,ANTARTIDA ARGENTINA AV.,,1,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,32.0
2019-0025,1,2019-03-22,1,2019,3,22,13:10:00,13,4,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,"MITRE, BARTOLOME",SANCHEZ DE BUSTAMANTE,5,PEATON_AUTO,PEATON,AUTO,MASCULINO,27.0
2019-0026,1,2019-03-28,1,2019,3,28,07:32:00,7,2,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.",8,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,
2019-0027,1,2019-03-28,1,2019,3,28,11:11:00,11,2,SANTA FE AV. Y AZCUENAGA,AVENIDA,SANTA FE AV.,AZCUENAGA,2,MULTIPLE,BICICLETA,MULTIPLE,MASCULINO,37.0
2019-0028,1,2019-04-06,1,2019,4,6,09:15:00,9,2,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,"JUSTO, JUAN B. AV.","ORO?O, NICASIO",11,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,
2019-0029,1,2019-04-07,1,2019,4,7,10:15:00,10,2,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.",8,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,27.0
2019-0030,1,2019-04-09,1,2019,4,9,16:00:00,16,4,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,"ALVAREZ, DONATO, TTE. GRAL.",YERBAL,7,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,25.0
2019-0031,1,2019-04-12,1,2019,4,12,19:55:00,19,4,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,"MADERO, EDUARDO AV.",1,BICICLETA_CARGAS,BICICLETA,CARGAS,MASCULINO,20.0
2019-0032,1,2019-04-16,1,2019,4,16,11:00:00,11,2,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,CAMARONES,"ALVAREZ, DONATO, TTE. GRAL. AV.",11,PEATON_AUTO,PEATON,AUTO,FEMENINO,83.0
2019-0033,1,2019-04-18,1,2019,4,18,01:00:00,1,1,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV.",1,MOTO_SD,MOTO,,MASCULINO,25.0
2019-0034,1,2019-04-21,1,2019,4,21,09:08:00,9,2,"MORENO, PERITO AV. 3050",AVENIDA,"MORENO, PERITO AV.",,7,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,
2019-0035,1,2019-04-23,1,2019,4,23,14:10:00,14,4,SUIPACHA 665,CALLE,SUIPACHA,,1,PEATON_BICICLETA,PEATON,BICICLETA,FEMENINO,75.0
2019-0036,1,2019-04-26,1,2019,4,26,22:46:00,22,5,RIGLOS Y FORMOSA,CALLE,RIGLOS,FORMOSA,6,MOTO_AUTO,MOTO,AUTO,MASCULINO,34.0
2019-0037,1,2019-05-01,1,2019,5,1,23:10:00,23,5,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,LA RIOJA,INDEPENDENCIA AV.,3,MOTO_AUTO,MOTO,AUTO,MASCULINO,17.0
2019-0038,1,2019-05-04,1,2019,5,4,14:10:00,14,4,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,"UDAONDO, GUILLERMO AV.","FIGUEROA ALCORTA, PRES. AV.",13,PEATON_MOTO,PEATON,MOTO,FEMENINO,42.0
2019-0039,1,2019-05-09,1,2019,5,9,03:05:00,3,1,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,7,MOTO_AUTO,MOTO,AUTO,MASCULINO,28.0
2019-0040,1,2019-05-09,1,2019,5,9,12:45:00,12,4,PUAN Y SANTANDER,CALLE,PUAN,SANTANDER,7,MOTO_SD,MOTO,,MASCULINO,44.0
2019-0041,1,2019-05-11,1,2019,5,11,20:30:00,20,5,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ANDALGALA,9,MULTIPLE,AUTO,MULTIPLE,FEMENINO,78.0
2019-0042,1,2019-05-14,1,2019,5,14,15:00:00,15,4,LIMA Y CONSTITUCION,CALLE,LIMA,CONSTITUCION,1,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,39.0
2019-0043,1,2019-05-21,1,2019,5,21,09:00:00,9,2,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,"MADERO, EDUARDO AV.",1,BICICLETA_CARGAS,BICICLETA,CARGAS,FEMENINO,
2019-0044,1,2019-05-27,1,2019,5,27,12:45:00,12,4,BOEDO AV. 650,AVENIDA,BOEDO AV.,,5,PEATON_MOTO,PEATON,MOTO,FEMENINO,77.0
2019-0045,1,2019-06-03,1,2019,6,3,07:27:00,7,2,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,DEL LIBERTADOR AV.,REPUBLICA DE LA INDIA,14,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,33.0
2019-0046,1,2019-06-04,1,2019,6,4,09:00:00,9,2,GRAL PAZ Y CABILDO,GRAL PAZ,"PAZ, GRAL. AV.",CABILDO AV.,13,MOTO_AUTO,MOTO,AUTO,FEMENINO,26.0
2019-0047,1,2019-06-06,1,2019,6,6,10:00:00,10,2,CASEROS AV. 1700,AVENIDA,CASEROS AV.,,4,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,76.0
2019-0048,1,2019-06-07,1,2019,6,7,07:00:00,7,2,AVELLANEDA AV. 1548,AVENIDA,AVELLANEDA AV.,,6,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,32.0
2019-0049,1,2019-06-08,1,2019,6,8,09:20:00,9,2,CIUDAD DE LA PAZ Y MENDOZA,CALLE,CIUDAD DE LA PAZ,MENDOZA,13,PEATON_CARGAS,PEATON,CARGAS,FEMENINO,72.0
2019-0050,1,2019-06-08,1,2019,6,8,23:35:00,23,5,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,"SALGUERO, JERONIMO",HONDURAS AV.,14,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,21.0
2019-0051,1,2019-06-11,1,2019,6,11,10:00:00,10,2,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,"FILIBERTO, JUAN DE DIOS",OLAVARRIA,4,MOTO_AUTO,MOTO,AUTO,MASCULINO,41.0
2019-0053,1,2019-06-14,1,2019,6,14,17:20:00,17,4,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,ASTURIAS AV.,CASTA?ARES AV.,8,AUTO_AUTO,AUTO,AUTO,MASCULINO,49.0
2019-0054,1,2019-06-20,1,2019,6,20,03:00:00,3,1,GANDARA 2976,CALLE,GANDARA,,15,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,21.0
2019-0055,1,2019-06-20,1,2019,6,20,19:45:00,19,4,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,"GUEVARA, TRINIDAD","MADERO, EDUARDO AV.",1,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,47.0
2019-0056,1,2019-06-29,1,2019,6,29,17:16:00,17,4,BOYACA AV. 305,AVENIDA,BOYACA AV.,,7,PEATON_AUTO,PEATON,AUTO,FEMENINO,75.0
2019-0057,1,2019-07-05,2,2019,7,5,19:00:00,19,4,ARTILLEROS Y LA PAMPA,CALLE,ARTILLEROS,LA PAMPA,13,PEATON_AUTO,PEATON,AUTO,FEMENINO,63.0
2019-0058,1,2019-07-10,2,2019,7,10,09:20:00,9,2,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,AUTOPISTA PERITO MORENO,,10,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,39.0
2019-0059,1,2019-07-13,2,2019,7,13,22:35:00,22,5,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,15 DE NOVIEMBRE DE 1889,SANTIAGO DEL ESTERO,1,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,30.0
2019-0060,1,2019-07-17,2,2019,7,17,11:20:00,11,2,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,"ACOSTA, MARIANO AV.","FALCON, RAMON L.,CNEL.",10,PEATON_AUTO,PEATON,AUTO,FEMENINO,78.0
2019-0061,1,2019-07-17,2,2019,7,17,18:40:00,18,4,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,11 DE SEPTIEMBRE DE 1888,MENDOZA,13,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,58.0
2019-0062,1,2019-08-01,2,2019,8,1,23:00:00,23,5,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,"PINO, VIRREY DEL","CAMPOS, LUIS M. AV.",13,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,60.0
2019-0063,1,2019-08-04,2,2019,8,4,01:30:00,1,1,FOREST AV. Y MAURE,AVENIDA,FOREST AV.,MAURE,15,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,
2019-0064,1,2019-08-06,2,2019,8,6,03:15:00,3,1,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,BOYACA AV.,AVELLANEDA AV.,7,MOTO_AUTO,MOTO,AUTO,MASCULINO,20.0
2019-0065,1,2019-08-08,2,2019,8,8,16:45:00,16,4,BARCO CENTENERA DEL Y TILCARA,CALLE,BARCO CENTENERA DEL,TILCARA,4,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,55.0
2019-0066,1,2019-08-11,2,2019,8,11,21:15:00,21,5,RIESTRA AV. Y BOLIVAR,AVENIDA,RIESTRA AV.,BOLIVAR (NO OFICIAL),7,PEATON_AUTO,PEATON,AUTO,MASCULINO,40.0
2019-0067,1,2019-08-14,2,2019,8,14,15:00:00,15,4,"CASTRO, EMILIO 4706",CALLE,"CASTRO, EMILIO",,10,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,35.0
2019-0068,1,2019-08-14,2,2019,8,14,17:40:00,17,4,27 DE FEBRERO AV. 5600,AVENIDA,27 DE FEBRERO AV.,,8,MOTO_MOTO,MOTO,MOTO,MASCULINO,53.0
2019-0069,1,2019-08-17,2,2019,8,17,05:25:00,5,1,"GARAY, JUAN DE AV. 2874",AVENIDA,"GARAY, JUAN DE AV.",,4,MOTO_AUTO,MOTO,AUTO,MASCULINO,43.0
2019-0070,1,2019-08-22,2,2019,8,22,12:30:00,12,4,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",GORRITI,14,MOTO_BICICLETA,MOTO,BICICLETA,MASCULINO,25.0
2019-0071,1,2019-08-27,2,2019,8,27,11:30:00,11,2,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,PRIMERA JUNTA,OLIVERA AV.,9,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,
2019-0072,1,2019-08-28,2,2019,8,28,06:20:00,6,1,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",AZUL,10,AUTO_AUTO,AUTO,AUTO,MASCULINO,22.0
2019-0073,1,2019-08-29,2,2019,8,29,01:50:00,1,1,ALVAREZ THOMAS AV. 1788,AVENIDA,ALVAREZ THOMAS AV.,,15,AUTO_OBJETO FIJO,AUTO,OBJETO FIJO,MASCULINO,29.0
2019-0074,1,2019-08-29,2,2019,8,29,09:00:00,9,2,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,"LUGONES, LEOPOLDO AV.","PAZ, GRAL. AV.",13,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,35.0
2019-0075,1,2019-08-30,2,2019,8,30,23:20:00,23,5,SAN ANTONIO Y LUJAN,CALLE,SAN ANTONIO,LUJAN,4,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,31.0
2019-0076,1,2019-09-05,2,2019,9,5,18:00:00,18,4,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,MOTO_CARGAS,MOTO,CARGAS,FEMENINO,29.0
2019-0077,1,2019-09-08,2,2019,9,8,03:40:00,3,1,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",TAGLE,14,PEATON_AUTO,PEATON,AUTO,FEMENINO,28.0
2019-0078,1,2019-09-12,2,2019,9,12,08:25:00,8,2,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,"EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV.",4,PEATON_CARGAS,PEATON,CARGAS,FEMENINO,72.0
2019-0079,1,2019-09-17,2,2019,9,17,05:30:00,5,1,AGRELO Y COLOMBRES,CALLE,AGRELO,COLOMBRES,5,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,57.0
2019-0080,1,2019-09-17,2,2019,9,17,18:40:00,18,4,"CABILDO AV. y PAZ, GRAL. AV.",GRAL PAZ,CABILDO AV.,"PAZ, GRAL. AV.",13,PEATON_MOTO,PEATON,MOTO,MASCULINO,76.0
2019-0081,1,2019-09-23,2,2019,9,23,16:00:00,16,4,ELCANO AV. 4300,AVENIDA,ELCANO AV.,,15,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,67.0
2019-0082,1,2019-09-25,2,2019,9,25,07:45:00,7,2,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,8,BICICLETA_CARGAS,BICICLETA,CARGAS,MASCULINO,47.0
2019-0083,1,2019-09-26,2,2019,9,26,08:00:00,8,2,MONTE Y CORVALAN,CALLE,MONTE,CORVALAN,9,AUTO_AUTO,AUTO,AUTO,MASCULINO,73.0
2019-0084,1,2019-09-27,2,2019,9,27,11:45:00,11,2,TANDIL Y LA FUENTE,CALLE,TANDIL,LAFUENTE,7,BICICLETA_CARGAS,BICICLETA,CARGAS,FEMENINO,40.0
2019-0085,1,2019-10-09,2,2019,10,9,22:18:00,22,5,CARDOSO Y BACACAY,CALLE,CARDOSO,BACACAY,10,BICICLETA_TREN,BICICLETA,TREN,MASCULINO,20.0
2019-0086,1,2019-10-15,2,2019,10,15,14:10:00,14,4,CORRIENTES AV. 6700,AVENIDA,CORRIENTES AV.,,15,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,29.0
2019-0087,1,2019-10-21,2,2019,10,21,21:00:00,21,5,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,ALVAREZ THOMAS AV.,MENDOZA,12,MOTO_MOTO,MOTO,MOTO,MASCULINO,41.0
2019-0088,1,2019-10-22,2,2019,10,22,20:00:00,20,5,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,"ALCORTA, AMANCIO AV.","BONAVENA, OSCAR NATALIO",4,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,27.0
2019-0089,1,2019-10-23,2,2019,10,23,15:45:00,15,4,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,"BROWN, ALTE. AV.","BLANES, JUAN MANUEL",4,PEATON_CARGAS,PEATON,CARGAS,FEMENINO,92.0
2019-0090,1,2019-10-24,2,2019,10,24,18:26:00,18,4,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,9,PEATON_MOTO,PEATON,MOTO,MASCULINO,67.0
2019-0091,1,2019-11-01,2,2019,11,1,20:50:00,20,5,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,"JUSTO, JUAN B. AV.",CAMARGO,15,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,35.0
2019-0092,1,2019-11-03,2,2019,11,3,10:30:00,10,2,"BRIN, MINISTRO Y SUAREZ",CALLE,"BRIN, MINISTRO",SUAREZ,4,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,37.0
2019-0093,1,2019-11-13,2,2019,11,13,11:50:00,11,2,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,NIZA,"JUSTO, JUAN B. AV.",11,BICICLETA_OTRO,BICICLETA,OTRO,MASCULINO,16.0
2019-0094,1,2019-11-18,2,2019,11,18,14:00:00,14,4,CAMARGO Y SERRANO,CALLE,CAMARGO,SERRANO,15,MOTO_OTRO,MOTO,OTRO,FEMENINO,
2019-0095,1,2019-11-20,2,2019,11,20,15:30:00,15,4,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,1,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,
2019-0096,1,2019-11-22,2,2019,11,22,19:33:00,19,4,CASEROS AV. Y PIEDRAS,AVENIDA,CASEROS AV.,PIEDRAS,1,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,73.0
2019-0097,1,2019-11-25,2,2019,11,25,08:50:00,8,2,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,AUTOPISTA PERITO MORENO,,9,MULTIPLE,MOTO,MULTIPLE,FEMENINO,23.0
2019-0098,1,2019-11-25,2,2019,11,25,14:00:00,14,4,GUZMAN 365,AVENIDA,GUZMAN,,15,PASAJEROS_PASAJEROS,PASAJEROS,PASAJEROS,FEMENINO,61.0
2019-0100,1,2019-12-05,2,2019,12,5,17:30:00,17,4,de los constituyentes av. 4300,AVENIDA,DE LOS CONSTITUYENTES AV.,,12,MOTO_AUTO,MOTO,AUTO,MASCULINO,38.0
2019-0101,1,2019-12-17,2,2019,12,17,04:20:00,4,1,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,"MORENO, PERITO AV.",TILCARA AV.,4,MOTO_MOTO,MOTO,MOTO,MASCULINO,25.0
2019-0102,1,2019-12-17,2,2019,12,17,14:30:00,14,4,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,IBARROLA,"GORDILLO, TIMOTEO",9,MOTO_AUTO,MOTO,AUTO,MASCULINO,18.0
2019-0103,1,2019-12-18,2,2019,12,18,12:01:00,12,4,"PAZ, GRAL. AV. Y GRIVEO",GRAL PAZ,"PAZ, GRAL. AV.",GRIVEO,11,MOTO_MOTO,MOTO,MOTO,MASCULINO,24.0
2019-0104,1,2019-12-21,2,2019,12,21,04:25:00,4,1,RIVADAVIA AV. Y PERGAMINO,AVENIDA,RIVADAVIA AV.,PERGAMINO,10,MOTO_AUTO,MOTO,AUTO,FEMENINO,23.0
2019-0105,1,2019-05-05,1,2019,5,5,11:00:00,11,2,SANTO TOME Y SEGUROLA AV.,AVENIDA,SANTO TOME,SEGUROLA AV.,10,PEATON_AUTO,PEATON,AUTO,FEMENINO,82.0
2020-0001,1,2020-01-04,1,2020,1,4,10:40:00,10,2,URIARTE Y LOYOLA,CALLE,URIARTE,LOYOLA,15,PEATON_AUTO,PEATON,AUTO,FEMENINO,87.0
2020-0002,1,2020-01-05,1,2020,1,5,20:00:00,20,5,SARAZA Y VARELA AV.,AVENIDA,SARAZA,VARELA AV.,7,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,36.0
2020-0003,1,2020-01-11,1,2020,1,11,06:00:00,6,1,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,RIVADAVIA AV.,COMBATE DE LOS POZOS,3,PEATON_AUTO,PEATON,AUTO,MASCULINO,44.0
2020-0004,1,2020-01-14,1,2020,1,14,21:40:00,21,5,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,RODRIGUEZ PE?A,RIVADAVIA AV.,1,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,82.0
2020-0005,1,2020-01-14,1,2020,1,14,06:00:00,6,1,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,24 DE NOVIEMBRE,SAN JUAN AV.,3,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,25.0
2020-0006,1,2020-01-20,1,2020,1,20,12:55:00,12,4,LAFUENTE AV. 2250,AVENIDA,LAFUENTE AV.,,8,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,23.0
2020-0007,1,2020-01-27,1,2020,1,27,00:37:00,0,0,CHILE Y LIMA,CALLE,CHILE,LIMA,1,PEATON_MOTO,PEATON,MOTO,MASCULINO,52.0
2020-0008,1,2020-01-30,1,2020,1,30,07:10:00,7,2,CORDOBA AV. Y JEAN JAURES,AVENIDA,CORDOBA AV.,"JAURES, JEAN",2,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,49.0
2020-0009,1,2020-02-04,1,2020,2,4,14:50:00,14,4,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL","SALGUERO, JERONIMO",5,PEATON_AUTO,PEATON,AUTO,MASCULINO,48.0
2020-0010,1,2020-02-08,1,2020,2,8,05:45:00,5,1,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,9 DE JULIO AV.,SAN JUAN AV.,1,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,
2020-0011,1,2020-02-12,1,2020,2,12,11:29:00,11,2,COLOMBRES 466,CALLE,COLOMBRES,,5,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,31.0
2020-0012,1,2020-02-18,1,2020,2,18,21:00:00,21,5,MEXICO 2860,CALLE,MEXICO,,3,PEATON_MOTO,PEATON,MOTO,FEMENINO,66.0
2020-0013,1,2020-02-20,1,2020,2,20,12:00:00,12,3,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,COMBATIENTES DE MALVINAS AV.,TRIUNVIRATO AV.,15,PEATON_MOTO,PEATON,MOTO,FEMENINO,58.0
2020-0014,1,2020-02-27,1,2020,2,27,02:14:00,2,1,BERMUDEZ Y NOGOYA,CALLE,BERMUDEZ,NOGOYA,11,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,
2020-0015,1,2020-02-28,1,2020,2,28,14:30:00,14,4,BRASIL AV. Y PASEO COLON AV.,AVENIDA,BRASIL AV.,PASEO COLON AV.,1,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,29.0
2020-0016,1,2020-02-29,1,2020,2,29,13:00:00,13,4,"ALEM,LEANDRO N. AV. 770",AVENIDA,"ALEM, LEANDRO N. AV.",,1,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,68.0
